t,o,GPT-4o_mu,GPT-4o_F,GPT-4o_compliance,Claude-3.5-Sonnet_mu,Claude-3.5-Sonnet_F,Claude-3.5-Sonnet_compliance,GPT-4_mu,GPT-4_F,GPT-4_compliance
0.3157379551346526,0.31242124953711453,0.041235824916680604,0.17027706675687912,0.6002273227144731,0.03749054994445374,0.048803518581165994,0.7002619504792021,-0.0018820875416596938,0.3395308500507445,0.5002805309818212
0.6314759102693052,0.8864873071885254,0.17844928853995456,0.6139494037346342,0.6002237726558679,0.13937016081374234,0.36039774690547455,0.7003027843103499,0.048127264180421216,0.6190650115411342,0.5003362308788021
0.9472138654039577,1.336382961860641,0.3719444815344385,1.0649359367914202,0.600142266675278,0.2830116969393702,0.7164198229350712,0.7002579477939325,0.13413752314740143,0.9714666489976437,0.5002993160173644
1.2629518205386103,1.2604117618518593,0.5169112719941577,0.6680648245495807,0.6001262561260463,0.4002997047288689,0.47765544344546895,0.7002636623520253,0.20556206783427555,0.8131413005768404,0.5002959274353317
1.578689775673263,1.0886463333093697,0.6048614598687096,0.33510179359062603,0.6002193470648983,0.48290130015852895,0.23691054053907093,0.700355957786548,0.25509883721410037,0.6152424622008597,0.5003531000795753
1.8944277308079154,0.34579930416959104,0.5432960759623378,0.14788281024134495,0.6004821965472514,0.4664490606398564,0.009398478652075373,0.7007353863721344,0.2333324992560096,0.3026255625967567,0.5007776302899587
2.210165685942568,0.38795458462665733,0.5004792664860906,0.11640991173538033,0.6008250756340253,0.45702972351827253,0.0030806913822933437,0.7011626048440329,0.21740401299735962,0.3081274750802516,0.5011554701966622
2.5259036410772207,0.016856961042389512,0.39867477419643205,0.2667510334442794,0.6009578481502713,0.40420899202116656,0.09687603041282505,0.7013569659832346,0.16958587236074474,0.3139778032260466,0.501502574375478
2.8416415962118733,0.09242491402962781,0.3288371538114887,0.16561236703303217,0.601189109665961,0.3667949026621819,0.04860465564451695,0.7016192865638678,0.1329419009860398,0.29940614571272756,0.5019376389450194
3.157379551346526,-0.2579927786682935,0.20856449886491618,0.3455677268191206,0.6012758966596776,0.2918203809025249,0.1951798233711558,0.7017347515944625,0.06814530760615368,0.3580208412313179,0.5021773707947021
3.4731175064811786,-0.2844285200677024,0.10687825146033926,0.2724385307163788,0.601404198534182,0.2241244331743405,0.1660313979346974,0.7018691691660685,0.008300417325145804,0.3459901215146363,0.5024364898384722
3.7888554616158308,-0.24955842781909476,0.029666643413289603,0.18866551949337607,0.6016046140132235,0.16855934803967212,0.11218772639946306,0.7020477412160453,-0.043160396947343964,0.32205594985079977,0.5027481300837778
4.104593416750483,-0.06816970363648567,-0.0011785412860441137,0.10368257655246474,0.6019995457865502,0.14117803066769907,0.028020321953746492,0.7023563257630362,-0.07387439933102655,0.29475705332797836,0.5032261171824187
4.420331371885136,-0.7025953142169405,-0.14112855771831456,0.4502304607580303,0.6020425223466639,0.04043071981255733,0.3559767287689065,0.7023986917771531,-0.15938095697488436,0.4536402111052298,0.5033647484379127
4.736069327019789,-1.4476441510626044,-0.38846605871358747,1.324942712175955,0.601931957938562,-0.1363513698827941,1.1071834106650644,0.7023006089427922,-0.3028620827213456,0.9654174363068181,0.5033278321296499
5.051807282154441,-0.7864938312817393,-0.47072023518549,0.21020288169248236,0.6021087158200149,-0.211282285562658,0.21134261005693952,0.7024066172259511,-0.37257004057345183,0.38807370136801167,0.5035245658409017
5.367545237289094,-0.8813383483698101,-0.5572631939754891,0.217179777470007,0.6022786240673715,-0.29045577631321084,0.2244875636523111,0.7025053995197138,-0.4464850377191584,0.39778317068047453,0.5037104879522281
5.683283192423747,-0.7585214463553833,-0.6059686122963923,0.12460626845398359,0.6025840948877812,-0.34532073285441894,0.10954273573601393,0.7026865679581606,-0.5025935076054325,0.33201254582295414,0.5039912300015894
5.999021147558399,-0.3319031757377924,-0.5695221859001707,0.14891235195599795,0.602836609118418,-0.34284084547912097,9.001541948896811e-05,0.7031733280482909,-0.5156623833619063,0.30381729170102073,0.5043580655923882
6.314759102693052,0.7869005947195048,-0.33936460258552226,1.4190423688076526,0.6027171690027007,-0.20740477458547046,0.6381578608510324,0.7031428686136971,-0.42784869499439115,0.9784353451218912,0.5043184057501942
6.6304970578277045,1.1603355322915916,-0.08622427214854594,1.7139180180709104,0.6025743577634657,-0.045717795175253456,0.9353567735280798,0.703065212228449,-0.316765608530551,1.3129064901186012,0.5042300358135317
6.946235012962357,0.8198538413420052,0.05942875548784732,0.6859551188506177,0.602553447017969,0.055328686409698194,0.37460712897158266,0.7031012409611043,-0.24670742246404695,0.8147609567735166,0.504224361570541
7.26197296809701,1.1761829652671525,0.24419375605377677,0.9928338808071184,0.6024807782607516,0.18814960820407156,0.6281571572165319,0.7030727490745889,-0.14963652140635608,1.1115211843355444,0.5041628424126473
7.5777109232316615,1.6476254114568882,0.47983732323376915,1.5131651396775094,0.6023533401246621,0.36107641125328593,1.0650348101402272,0.7029793397792738,-0.01941165990613214,1.599885249579032,0.5040448811313093
7.893448878366314,0.8895862574744271,0.5357069745142888,0.21617713591085141,0.602523716780392,0.42161821946122524,0.13966132877634715,0.7031335717441332,0.030169246832798674,0.6265525093272699,0.5040949064494679
8.209186833500967,0.5065071080614255,0.5148968977187932,0.09556646162383896,0.6029898631658759,0.4309462239706602,0.003603061703888606,0.7035553251241409,0.04299239420996671,0.38370377910720865,0.5042948414587006
8.52492478863562,0.20993341081744044,0.4456282951734626,0.160982238075231,0.6032219510699443,0.4044501329608538,0.024423331788950012,0.7038743173486512,0.028960576471748607,0.3026973848081032,0.5046642200129968
8.840662743770272,0.520391333181401,0.4455223885220777,0.09758054639367858,0.6036396216604594,0.41898135391846886,0.006721180954290502,0.7042704219102557,0.04483339472292083,0.38848075637329615,0.504857562966103
9.156400698904925,-0.25623497716630184,0.30492950855649437,0.44729440489356503,0.603682477749591,0.33780680617888204,0.22795854688178938,0.7043673597393851,-0.011399009606155253,0.3269949507113652,0.5051443688392137
9.472138654039577,-0.2991847212545405,0.183913207202986,0.35540192641614743,0.6037622090418481,0.26288381936415767,0.2028791030109824,0.7044782364502548,-0.06462268277450751,0.3232536117323046,0.5054386455099686
9.78787660917423,0.42031522418234746,0.2141069024357211,0.1327134397312793,0.6040412179182862,0.28312585069500995,0.012392323611514376,0.704842218536655,-0.04843413654186135,0.38436444228955935,0.5056348090353572
10.103614564308883,-0.2312794995593839,0.11971657025627903,0.23474327806257214,0.6041929114132015,0.22103294708099216,0.1323064321851728,0.7050025437262298,-0.09413820066208298,0.3022705147739746,0.5059935018378793
10.419352519443535,-0.39605919926158334,0.014410005082681476,0.283151921157252,0.6043106029932022,0.14807449348702584,0.1904013585388433,0.7051209376762974,-0.1489491238170158,0.3249312935293459,0.5062798329505803
10.735090474578188,-0.9521377540036935,-0.1717620648949999,0.7640132848419187,0.604273596541411,0.01730393704069977,0.60523349476429,0.705097080028669,-0.24865481264741746,0.5487106842416059,0.5063602598749228
11.05082842971284,-0.6994451610505692,-0.2777306440912435,0.29193641089437405,0.6043858840313175,-0.06646099567849276,0.25686463480732374,0.7051795763300283,-0.3155975009335279,0.3695803152265955,0.5065716434928476
11.366566384847493,-1.0895823449912618,-0.4357564097269693,0.5657825246004269,0.6043924126685183,-0.18786186135867167,0.5233886477097907,0.7051738620535909,-0.4125308569808979,0.5294729912408902,0.5066610623540279
11.682304339982146,-1.2645553369741165,-0.5960268414626552,0.5857886911632992,0.6043937767013915,-0.31504378854406856,0.5796344202164333,0.7051553967681465,-0.5158030123194903,0.5806858896675687,0.5067270503154024
11.998042295116798,-1.1922106234463024,-0.7142792338360556,0.347125719965451,0.6044767241347621,-0.4182071258641266,0.38471082812620133,0.7051881144687829,-0.6031966343625866,0.47184443820725885,0.5068486444264393
12.313780250251451,-0.49853321234701786,-0.6868282953658998,0.12455992069808675,0.604771071416026,-0.42619392525143085,0.0032261400848284617,0.705613760912493,-0.6207603171386299,0.2907392560698651,0.5072625565711966
12.629518205386104,0.2969798930336025,-0.5229894484788022,0.7873304142925237,0.6047296671408866,-0.33944053351773035,0.2614901857264772,0.7056940854214826,-0.5668549369715303,0.6265849596712312,0.5073102118377285
12.945256160520756,0.1622690465145734,-0.4148711033671304,0.4286376932898489,0.6047784211363901,-0.2808926744356134,0.12585625134809528,0.7058599931397902,-0.5316338297819194,0.5006863985588739,0.5074139994268106
13.260994115655409,1.402251461112558,-0.10245142839223825,2.467835936052912,0.6045928324548433,-0.08000572912895662,1.4164870905151006,0.7057326902255529,-0.3873398631606752,1.799836490073276,0.5072788967745971
13.576732070790062,1.5940482100691815,0.1852190385639768,2.163054271866117,0.6044222349658487,0.11733003981852355,1.4012282956724018,0.7056066542602125,-0.24137481248807333,1.875431178629503,0.507138189063739
13.892470025924714,0.35673054437568497,0.1983554429796559,0.1123351916388784,0.6047515503993064,0.14266541449062245,0.02865630079111173,0.7059134959520814,-0.21972342891177052,0.4306042791257172,0.5072882595094255
14.208207981059367,1.0099134444631037,0.330300423452515,0.5647078998370889,0.6047581694784483,0.24643926431163626,0.3760595727455749,0.7059490434444061,-0.1378850544116675,0.8977862513282194,0.50726294158476
14.52394593619402,0.9696924252120809,0.429613465670301,0.38483559602125883,0.6048240138443163,0.3315334544294732,0.26154756737624224,0.7060293412338948,-0.06850339589204502,0.7822989055452063,0.5072637379181216
14.839683891328672,0.29161672278785583,0.38938242928801436,0.10406300506460534,0.6051819439689347,0.32539352643275765,0.000796672732474448,0.7064909566878759,-0.06601140087024365,0.33799555661435726,0.507518963261774
15.155421846463323,0.26715298303168755,0.3539669861999063,0.1003929390852631,0.605554030399186,0.3186636384108678,0.001695980447825965,0.7069359214279208,-0.06417883642498683,0.3299164686902571,0.5077882840145997
15.471159801597976,0.22861475873153989,0.3181162298137901,0.10020542947215044,0.6059232761325174,0.308089148493526,0.0040544003657510385,0.707353311481378,-0.06595705536117308,0.3191433081634976,0.5080797274125388
